,LLC-load-misses,ref-cycles,bytes,LLC-store-misses,blocks,LLC-loads,instructions,cycles,LLC-stores,pkg_pwr,ram_pwr,power
0,26710,478437726,0,199,0,3625404,287709219,424777585,233610,27.41,5.51,114.8
1,11825,502372247,368640,123,720,4151308,333992028,479383302,263061,29.52,5.22,93.4
2,10963,591688764,0,187,0,4547190,405642389,542937927,256346,27.51,5.14,93.3
3,5974,642582619,28672,236,56,5051373,419406007,611492036,334285,27.65,5.16,93.5
4,156290,630886509,2007040,6014,3920,5643202,425359966,543600706,324855,31.66,5.55,93.6
5,97208,713529454,0,3052,0,5927160,467984281,637637612,363070,29.29,5.31,93.7
6,13222,715809769,598016,3349,1168,5802948,480290423,680967879,394697,29.77,5.29,93.6
7,7789,530865677,0,392,0,3849869,330502944,498331693,273056,25.72,5.16,93.6
8,8374,542431245,229376,318,448,4118812,341396089,507347693,272138,26.27,5.2,93.7
9,125858,658449206,0,6260,0,6140589,438060149,615634924,349812,28.89,5.57,93.6
10,21397,596771983,0,682,0,4438054,398349425,541079665,255711,27.01,5.24,93.6
11,25450,611026484,253952,555,496,4767566,397867748,566685547,276420,27.66,5.22,93.5
12,112132,537410007,0,11991,0,4178929,358104560,490847293,300693,30.78,5.37,93.6
13,56458,741685148,28672,2675,56,5800491,467683831,678311202,406986,29.15,5.4,105.7
14,37048,574735514,0,1743,0,4498220,367772757,524676418,250417,26.98,5.28,106.2
15,16287,618557923,0,408,0,5046959,406514148,578738415,319851,27.74,5.13,106.0
16,13757,643672259,311296,454,608,5168300,418835841,586357527,331920,27.98,5.11,105.6
17,114263,505412551,0,9727,0,3521294,366004853,469816428,274424,29.38,5.38,99.9
18,46696,606574926,57344,1010,112,4463985,404720725,565754399,278409,27.71,5.3,109.1
19,13567,502774063,0,2332,0,3993582,326989513,459504397,237148,26.08,5.17,102.4
20,7567,636354356,0,328,0,4656143,408470460,584943342,276526,24.58,5.08,102.2
21,4774,510280496,225280,422,440,3870083,320592659,480411244,254521,25.92,5.09,102.1
22,6848,447805424,0,619,0,3278455,294206575,388076492,169576,24.78,5.06,102.5
23,4497,526930217,57344,303,112,4271403,322488314,483782679,268995,26.33,5.02,102.5
24,14614,476571048,0,630,0,3360914,304191503,476137333,234050,25.47,5.1,109.1
25,106885,648081074,143360,1914,280,4876323,419503509,586597635,268248,26.45,5.49,103.8
26,208495,535003108,1314816,23831,2568,3910382,422282629,464008388,255498,34.77,6.12,103.2
27,41620,574109080,0,3003,0,4377861,372610306,524598870,287983,27.57,5.44,103.2
28,68581,712977513,24207360,1428,47280,5103525,480489555,643272168,337698,25.33,5.29,103.2
29,32982,435322922,1548288,586,3024,3326777,290332861,426208820,242067,28.86,5.2,103.4
30,13379,628331390,57344,550,112,4816428,395925707,611322523,328822,27.78,5.1,93.4
31,108188,686276558,569344,10927,1112,4935212,477009194,655224357,345164,28.66,5.4,93.3
32,103348,691009645,0,3713,0,5082368,492701381,656040623,320412,27.73,5.42,93.3
33,19931,611993645,172032,571,336,4755839,365198410,552992658,295122,27.13,5.2,93.3
34,44986,565970475,0,302,0,4334080,349224789,520109300,281676,26.62,5.14,93.2
35,7176,519723033,0,221,0,3849188,308980783,453847053,259187,25.74,5.04,93.2
36,6915,615552047,684032,508,1336,4746578,386200866,591055837,291209,27.22,5.09,101.9
37,4258,506346744,0,247,0,3915994,303689145,448767335,243978,25.79,5.02,132.3
38,10038,434275803,143360,129,280,2901341,266325770,406383921,186579,24.23,5.03,105.7
39,12036,439438693,0,155,0,3303706,262723998,393824680,188873,24.98,5.04,93.1
40,11855,650845405,0,113,0,4898523,409883994,560550371,279494,25.33,5.05,93.1
41,81384,502800064,339968,5937,664,3994096,342826091,432194185,210360,33.53,6.15,93.1
42,125984,441004032,0,6559,0,3947939,355502803,401981498,185526,34.23,5.84,93.1
43,37488,737264203,0,856,0,5412311,486620557,694804079,363371,26.22,5.28,93.1
44,10808,501060532,57344,1203,112,4442991,321894556,474295085,286995,29.95,5.28,93.0
45,99602,582709823,0,7684,0,3920325,409520636,519764022,274221,27.41,5.42,93.0
46,124628,775241980,454656,6563,888,6213535,516830326,632469518,336060,29.58,5.59,93.0
47,38750,635160408,0,1261,0,5099366,400916516,582716469,328497,29.02,5.32,93.0
48,92289,606827087,0,7252,0,4410809,456643724,542380383,261470,28.47,5.4,92.9
49,67721,771842955,57344,3532,112,6322760,502155951,686668315,396807,33.25,5.97,92.9
50,28418,407475224,0,2080,0,3519730,288885291,398368063,249207,35.2,5.82,92.9
51,123064,688345559,253952,6628,496,5528827,468899852,632592637,322132,32.26,5.9,92.8
52,110114,720267092,0,4722,0,6549488,513350360,625568341,361700,40.16,6.71,92.8
53,50720,456150519,0,1963,0,4038089,312716011,437840124,272990,34.42,5.8,92.7
54,163262,729454557,28672,5080,56,5977272,505647237,675466026,380527,37.86,6.45,92.7
55,132150,642605765,0,2284,0,5019823,420375693,541379572,338980,29.36,5.43,92.7
56,111767,647402307,1744896,9397,3408,4937490,462064188,576846410,288430,27.86,5.58,92.7
57,19488,494966985,0,999,0,3491735,315070938,432500482,217258,25.98,5.26,92.6
58,28502,552108881,57344,185,112,4280330,345802724,516998237,226961,26.86,5.49,92.6
59,109351,638005901,24473600,1555,47800,5238638,461450484,591049738,328154,40.27,6.66,92.6
60,58701,365113161,1818624,1820,3552,3116393,255535831,361362759,191614,39.55,5.68,92.7
61,150909,684263598,0,6501,0,5538264,459708880,583982195,332837,30.1,5.53,92.7
62,48725,650196418,0,1487,0,5200693,412183035,593864458,312051,28.3,5.4,99.1
63,12215,472437691,0,503,0,3664863,319355856,471089142,220088,25.58,5.21,110.1
64,8237,447769203,1761280,252,3440,3182709,282106118,390083145,202718,25.72,5.15,102.9
65,17671,554403071,774144,837,1512,4497581,372528006,539030104,285097,35.61,5.24,103.0
66,109835,661420542,0,7827,0,4739834,473647517,626368113,349673,28.33,5.41,111.3
67,35637,541430944,0,1570,0,3786653,365396147,461338498,224442,25.23,5.34,111.2
68,24195,655906461,0,341,0,4921481,414682763,602561705,319673,25.1,5.13,110.7
69,15292,440003533,1835008,662,3584,3226458,288496798,407092270,191134,28.36,5.24,103.2
70,13660,465801305,0,714,0,3693793,313744855,447891654,273885,31.56,5.19,102.7
71,124488,561728827,0,5831,0,3911325,385081183,519440606,264668,26.66,5.41,103.2
72,46484,635923919,0,1263,0,4657481,385324600,563211335,304202,28.17,5.31,103.2
73,9578,656576057,0,242,0,5342772,418969574,613046529,342200,28.42,5.11,103.7
74,65777,564110233,1990656,600,3888,4523016,350703788,513848709,296887,33.28,5.31,103.8
75,13077,401017234,0,331,0,3240933,277575335,382779387,210481,30.18,5.13,111.5
76,126234,845496143,0,8747,0,6708770,586307070,772834594,415535,29.62,5.38,103.6
77,47215,503302295,0,493,0,3835615,305001912,422408933,228655,26.53,5.32,103.6
78,17781,491022053,1560576,714,3048,3662383,308558959,444159587,244015,25.82,5.23,103.4
79,16262,598965570,143360,937,280,5166541,402513363,574780577,335927,35.54,5.12,109.9
80,7079,611593017,0,439,0,5007003,378079858,571070955,300607,27.0,5.1,109.4
81,147790,631886768,0,8989,0,4977166,454156432,585825954,302515,27.93,5.5,102.2
82,18133,383872385,0,1013,0,3003009,230393311,355958864,201805,29.45,5.28,101.7
83,22200,752681238,2019328,1228,3944,5761891,490344550,682830033,391667,32.59,5.29,101.7
84,22356,605061596,172032,635,336,4816401,399993204,550898380,355512,30.72,5.21,101.2
85,5525,558794456,0,255,0,4320302,371538661,516714528,270561,26.48,5.06,101.2
86,145606,723243633,0,7291,0,5521336,485881503,664718816,371867,28.96,5.44,101.1
87,22530,484970091,831488,719,1624,3670045,307685642,437486147,223134,25.26,5.3,100.6
88,24320,560855585,757760,847,1480,4506829,328565818,470394875,300352,33.44,5.32,119.8
89,16655,490641685,28672,191,56,3432341,313064053,433135764,212432,25.53,5.22,108.2
90,14064,551048089,24416256,292,47688,4328587,340259478,487961836,259067,27.09,5.14,107.6
91,135610,793406282,0,12163,0,6245505,545177731,742603795,462953,29.92,5.48,107.2
92,18278,413847021,1589248,1054,3104,3288870,260039567,401016725,211391,29.7,5.39,106.9
93,26859,624000062,430080,2216,840,4989856,427970227,578521694,368457,35.02,5.14,101.6
94,7800,587733808,28672,402,56,4538748,378369298,555793485,322101,26.76,5.14,109.1
95,48802,604877531,172032,1165,336,4796602,385130087,584027938,341399,27.92,5.1,108.5
96,128147,794311119,0,10632,0,6270978,535466615,739288411,399641,30.47,5.4,107.9
97,15358,268532795,1531904,1935,2992,1760550,170069935,251325287,113374,31.77,5.48,100.2
98,23800,755405706,0,1264,0,5900177,508829456,708174401,383487,27.78,5.17,100.4
99,3593,455325107,0,223,0,3714217,285820139,440543888,252442,29.55,5.05,100.5
100,12458,647654453,114688,355,224,5350674,420343226,608261943,338575,28.63,5.1,100.4
101,127856,658978528,1277952,10205,2496,5067011,445691862,533237767,257843,27.54,5.51,100.1
102,51739,668904319,712704,1443,1392,5708363,453854735,611276009,346173,35.31,5.43,100.0
103,18409,472257196,0,803,0,4063581,308316850,452558131,272883,29.06,5.11,105.7
104,22285,575949077,0,2256,0,4222048,353503411,524895395,252251,24.72,5.14,125.8
105,12172,571438907,172032,1084,336,4386899,354131118,539930422,297394,27.07,5.15,106.6
106,132885,528657632,1589248,9188,3104,3743459,373265393,474317283,210549,30.68,5.47,106.6
107,37886,618579156,0,1347,0,4776494,410047660,569804792,327030,32.8,5.32,106.0
108,15436,638070459,0,360,0,4991719,406520902,618952341,352694,28.25,5.17,106.2
109,2341,431052179,0,382,0,3464692,267576465,413723438,233961,27.57,5.07,106.3
110,6402,527558824,114688,273,224,4186196,343856059,497548396,268416,26.55,5.05,106.4
111,117099,716402494,1990656,8963,3888,5391726,515617450,688587065,405804,36.67,5.83,107.0
112,208255,667080683,0,3423,0,5423958,482224078,586581130,329729,31.2,5.49,127.9
113,28063,604995824,0,284,0,4762630,405890639,556281488,313594,24.52,5.19,106.2
114,17500,612295897,0,518,0,4472470,391532711,576770708,284982,25.68,5.19,131.0
115,16354,457942974,2191360,254,4280,3439506,286048867,407601412,172857,25.57,5.26,130.4
116,152206,716995992,2109440,8973,4120,5727744,519160847,661667729,373315,36.61,5.39,123.5
117,25854,652824927,3825664,660,7472,5090287,441417665,600031086,330764,30.07,5.42,113.1
118,20748,537827037,0,273,0,4221641,329410577,480994987,242719,26.52,5.16,104.0
119,353530,686821622,0,7311,0,5057736,525445153,642575600,304390,28.34,5.35,103.9
120,84752,439897463,26112000,3353,51000,3269643,282822895,409805942,199747,31.93,5.45,103.6
121,156599,499243184,860160,13125,1680,4285028,368734483,449274317,254836,33.96,5.45,122.7
122,41355,713497520,0,1405,0,5844733,470326243,666625073,394640,30.23,5.34,129.4
123,15669,605337511,0,312,0,5040697,394320235,565598617,321102,27.6,5.09,114.6
124,6140,478819871,0,222,0,3645860,284703658,445648267,230214,24.89,5.05,107.1
125,20824,469087155,1847296,1475,3608,3906972,309924678,449105141,231897,34.69,5.61,106.7
126,103638,747563214,0,11340,0,6505962,557864406,661014485,386177,40.31,6.55,98.8
127,109481,523324142,114688,2450,224,4647578,363600986,459677293,290081,35.83,5.93,117.3
128,34134,462480098,0,488,0,3900230,311935068,436367812,221152,26.25,5.17,107.1
129,10039,554257415,0,304,0,4197492,354734066,479501986,259360,24.28,5.12,106.7
130,15356,401505429,1028096,135,2008,2805078,256785943,372783853,171271,24.6,5.12,99.4
131,127346,683166844,114688,9204,224,5085844,438712124,584446720,341636,29.1,5.47,99.3
132,30620,650942350,0,350,0,5181198,401081249,578716849,333586,28.03,5.25,118.1
133,15215,455121225,0,407,0,3512176,278603312,410653877,208578,25.73,5.12,101.1
134,5934,561329324,0,256,0,4539655,357935583,523628248,287864,26.69,5.11,101.5
135,50146,569600847,483328,846,944,4662012,356615972,536674844,301063,26.45,5.1,109.1
136,128165,735193464,57344,7089,112,5599463,495174141,694347823,314713,28.98,5.37,109.0
137,27531,642183075,4595712,1218,8976,4923881,397407458,540953120,297729,28.1,5.43,114.2
138,14770,432216466,5984256,715,11688,3460557,297568156,367098970,216075,30.27,5.47,107.7
139,14355,520175319,5541888,554,10824,3880449,344339531,478447170,223337,27.21,5.37,107.3
140,19478,804764367,6025216,1289,11768,5916272,528523021,750049401,365094,27.41,5.35,106.8
141,104806,463977478,8347648,9476,16304,2820268,356899296,438035040,198877,25.57,5.61,116.4
142,49651,568986912,5656576,1543,11048,3792002,324573974,470200858,251137,28.92,5.52,105.1
143,13557,629335807,5783552,630,11296,4920532,424525042,586209200,322997,26.55,5.45,104.7
144,11463,444442029,5513216,572,10768,2876405,276760667,401114541,199328,25.18,5.42,105.0
145,6734,521814421,5971968,588,11664,3597535,335167671,469174423,216766,26.48,5.34,110.6
146,6762,650821172,5427200,1482,10600,5099075,416090160,599208315,333347,29.39,5.29,118.9
147,4703,544507751,6017024,1334,11752,4190387,361460483,490864815,290589,26.83,5.34,102.1
148,44349,645189155,5484544,1045,10712,4687160,404217754,596965810,274264,25.12,5.37,102.4
149,5433,540514364,5705728,567,11144,3865253,354426275,482373234,232021,26.71,5.27,102.5
150,7993,606681984,6705152,1622,13096,4534313,358945171,536075708,301371,27.22,5.38,110.2
151,8459,427030601,28225536,1301,55128,2879503,282645390,388955278,160092,24.26,5.32,109.6
152,6690,575285730,7016448,316,13704,4211792,378533586,520092433,282002,26.68,5.35,100.5
153,4813,593251265,5513216,260,10768,4110862,388464410,552310777,271478,27.49,5.29,107.1
154,40016,614460073,6983680,843,13640,4400058,391940588,564210589,286365,25.54,5.34,107.4
155,9506,529341791,5484544,975,10712,4105434,320631790,464849789,254989,26.5,5.39,120.1
156,14534,574292741,7122944,867,13912,3925161,374253907,472731686,230547,26.35,5.41,104.7
157,125069,614954789,5713920,5043,11160,5706060,415668172,539964804,321272,33.41,5.64,104.7
158,63296,836722925,6877184,1145,13432,6925423,571014251,786534962,464185,32.65,5.56,104.9
159,10033,620922909,5570560,382,10880,4866850,404936632,590626246,314699,27.44,5.36,105.2
160,4755,531871831,6160384,856,12032,3805131,348285190,480380399,247364,25.96,5.3,116.1
161,56399,511050265,11517952,1549,22496,3547842,368217787,474781008,219234,26.49,5.24,104.6
162,177601,675140470,0,3723,0,5708212,462038331,594979826,320788,28.1,5.54,104.9
163,34181,503745257,0,1720,0,3870442,319073777,430514292,236824,26.19,5.25,104.7
164,167028,568256976,0,5358,0,4491982,375813325,492194465,256387,27.4,5.43,116.7
165,29447,559590166,7237632,2289,14136,3751742,374535375,534700661,262723,25.68,5.54,116.2
166,11988,579677266,5988352,521,11696,4112972,360381914,517871438,254597,26.09,5.42,98.9
167,12611,615056590,5541888,733,10824,4475757,402765717,559474607,290612,28.34,5.33,98.9
168,9274,590164640,6041600,1010,11800,4262347,396558854,533570705,292306,27.57,5.39,99.5
169,157238,782481186,5644288,8491,11024,6339892,552232385,713247360,385934,31.41,5.59,121.1
170,16244,622623802,6438912,1990,12576,4628374,428553891,537283324,286023,30.12,5.47,107.6
171,11178,642248174,5455872,770,10656,5039870,410842487,604140770,340547,28.83,5.34,107.5
172,3573,389747182,5844992,79,11416,3126059,249543204,350587002,197225,30.45,5.3,101.3
173,5285,719623841,5627904,525,10992,5983666,454909657,652052441,384352,29.38,5.26,110.9
174,37661,819542343,5988352,623,11696,6590738,513582166,742094305,436974,31.36,5.3,119.7
175,11004,539671453,5582848,747,10904,4295052,348403180,490592961,260037,29.22,5.34,105.2
176,4691,435009343,5541888,251,10824,3441697,281205405,386267286,235364,29.3,5.27,98.0
177,9756,758308361,6234112,810,12176,6122476,515691543,687682921,407731,30.45,5.37,98.2
178,6830,635563423,6234112,403,12176,5043568,422894214,591621400,321961,29.44,5.32,117.8
179,3772,460100440,6766592,315,13216,3208160,315658489,410121572,181087,25.21,5.34,117.1
180,4859,521986523,5804032,307,11336,3867124,332558366,485327261,247118,27.0,5.21,103.6
181,9767,754718124,6955008,1603,13584,5776294,474759236,703300634,372448,26.83,5.39,103.2
182,7856,551406351,28528640,1292,55720,4014294,363107630,527055931,246842,26.31,5.33,110.2
183,4915,479628524,6840320,1394,13360,3535541,312439162,465326119,215887,25.79,5.36,122.8
184,4853,550897562,5541888,1219,10824,4253362,379092434,527035852,258659,27.46,5.33,110.2
185,4372,711034690,6860800,1578,13400,5589505,481638036,671862897,381905,30.86,5.35,109.9
186,2539,367715214,5513216,369,10768,2765052,226951362,324392176,190492,28.73,5.29,100.3
187,7764,802455741,5603328,623,10944,5784570,476767733,696034094,411007,26.83,5.32,105.7
188,8864,574605753,2977792,496,5816,4137501,378841408,526012103,257553,26.7,5.22,130.5
189,4516,512728841,0,422,0,3798472,320926827,477346469,246087,25.89,5.06,130.4
190,7703,489488611,143360,973,280,3477895,314255301,464545009,245561,25.57,5.1,105.4
191,153739,631104475,28672,8505,56,4340682,431487548,605435420,298902,28.07,5.34,98.0
192,22058,543696983,19066880,1075,37240,4321033,346468611,496840734,260599,30.48,5.51,98.0
193,21481,782341944,5787648,3624,11304,5588668,527292808,661639781,363066,25.43,5.45,103.2
194,58193,602708307,5541888,1049,10824,4513655,379892431,535439332,274660,27.66,5.38,103.5
195,23730,592534288,5787648,1350,11304,4261496,379982526,544138662,290681,28.26,5.35,103.5
196,164768,664316915,5541888,10622,10824,4876799,512329537,647514835,280050,29.99,5.65,103.5
197,17186,601636223,6135808,2293,11984,4249340,389798862,542884590,295772,28.37,5.54,103.3
198,14629,644395169,5595136,1602,10928,5156154,431648349,599603865,312988,28.62,5.44,103.4
199,7253,588371615,5763072,755,11256,4328980,394721782,547028794,304947,28.06,5.31,103.9
200,6100,495671172,5652480,352,11040,3207329,324005739,442806299,201779,24.98,5.31,112.6
201,5272,596980242,5427200,363,10600,4543927,378250967,549225624,302277,27.83,5.27,104.7
202,10468,532134315,5783552,521,11296,3904223,334371636,495218168,231300,26.91,5.3,105.1
203,14580,801838440,4543488,816,8874,5806502,932889681,776492956,475564,34.2,5.47,104.7
204,6836,809332723,5427200,870,10600,6569063,563949230,754836774,454196,29.82,5.31,104.7
205,6169,557451577,7041024,635,13752,3970252,357078381,496155266,264234,28.31,5.35,111.2
206,7789,672527311,5455872,1530,10656,5159942,422444469,621471109,341373,28.93,5.31,100.5
207,5313,592864810,7086080,623,13840,4317729,405931152,528521312,277106,27.78,5.3,100.6
208,5031,533226790,5513216,659,10768,4012141,331694933,453715714,277390,26.31,5.28,109.3
209,4065,594656052,6901760,1575,13480,4244768,386898030,548978614,274168,27.25,5.31,109.0
210,4632,582329657,5509120,826,10760,4458078,362710740,504779894,286091,28.36,5.26,101.0
211,6650,593509321,6656000,411,13000,4409598,393118393,531947461,299032,26.86,5.31,100.9
212,12380,591214088,27852800,8878,54400,4706134,396651924,540018274,327130,31.01,5.39,106.5
213,9226,692668091,7360512,782,14376,5386200,465083664,637483742,374449,31.42,5.4,101.3
214,40465,598633442,5427200,735,10600,4926078,404840302,578254054,331193,29.57,5.34,101.4
215,8885,565603411,6565888,1262,12824,4118872,396324297,523245327,258515,26.94,5.38,101.6
216,75376,533858714,1449984,1361,2832,4246816,365668830,496046438,274701,36.81,6.38,101.5
217,113059,543935855,143360,5629,280,4543877,431997871,527372356,278124,38.21,6.48,101.7
218,96324,627007890,172032,832,336,4916250,441569769,601306759,306998,28.64,5.41,101.7
219,13824,452856164,0,251,0,3229265,287222130,407214904,213076,26.95,5.07,112.1
220,10738,537990061,0,133,0,4103527,330149679,480011514,265687,25.31,5.06,112.6
221,9781,601828637,483328,438,944,4446938,380692009,554455474,273305,24.69,5.1,112.3
222,145410,703188458,28672,5709,56,5317945,496921246,668972889,378193,30.4,5.52,100.2
223,25332,532474580,13205504,686,25792,4081531,367355481,503550783,262914,25.95,5.27,100.3
224,13845,411062615,0,775,0,3011150,256088259,381601003,194466,23.86,5.16,100.7
225,5443,468248529,0,273,0,3648734,296211507,468435115,241772,27.01,5.03,101.2
226,6117,543018703,827392,620,1616,4221875,349780649,522513743,272978,25.42,5.1,101.7
227,140632,567788845,0,7021,0,4079928,408298195,496975554,197382,26.48,5.6,101.9
228,97503,578574613,45903872,6619,89656,4496070,365380824,504542854,279051,36.99,6.53,102.0
229,78978,544456776,0,2988,0,4233063,370227065,514153644,261724,25.82,5.35,102.3
230,21997,561270895,0,628,0,3917457,365883478,536611289,246413,24.95,5.32,107.9
231,13670,441465104,401408,750,784,3108171,266374015,395253459,183188,25.48,5.19,108.1
232,143154,722763567,831488,7701,1624,5376822,488807736,651069982,332636,28.63,5.61,108.6
233,114482,520966328,44662784,7157,87232,3746594,345127334,419339231,240111,37.83,6.57,108.6
234,59570,469895183,0,4485,0,3905092,314678769,456196791,272702,28.3,5.27,108.8
235,53360,643250476,0,599,0,4519745,418236421,561786645,294416,24.91,5.18,109.4
236,7228,569835624,0,734,0,4333052,317979618,483287314,259795,27.49,5.14,109.3
237,129804,549089048,1388544,12063,2712,4194366,394846133,504250531,269059,30.63,5.67,109.3
238,135236,554935647,45088768,3693,88064,4473759,369584729,478879067,217547,36.17,6.45,109.5
239,81917,504881331,0,363,0,3857974,316193514,464486951,221814,26.42,5.23,109.7
240,6281,506081060,0,257,0,3820095,313236993,471857096,239651,26.8,5.13,109.6
241,6965,643629126,0,405,0,5135633,408226637,615958724,342859,27.82,5.14,104.0
242,171945,655518610,16105472,9787,31456,4956154,437086531,568392972,294525,30.9,6.06,103.5
243,301273,711310281,53813248,11550,105104,5110259,515958535,599443809,310646,36.47,6.29,103.6
244,46629,570170473,0,795,0,4136085,389044451,548897940,276250,25.7,5.32,103.5
245,16587,545875531,0,516,0,4057105,342749902,492832970,236056,26.81,5.23,103.2
246,6676,577218176,0,276,0,4338076,349808043,531147612,305594,27.13,5.1,103.1
247,179827,659080075,1445888,9100,2824,4921944,473724851,596169164,329764,33.2,5.97,110.1
248,157058,421474688,51306496,2967,100208,3571518,298315265,385902902,224189,35.98,6.33,109.8
249,67623,536685943,0,496,0,4107740,352890078,474827287,255318,26.9,5.25,109.3
250,14751,586812534,512000,601,1000,4575293,367063033,528722136,303865,26.11,5.22,104.1
251,12935,662115748,0,263,0,4956343,415052829,596558769,325068,26.07,5.1,98.4
252,180858,652951701,16265216,11147,31768,4843129,469806931,629256740,355053,34.11,6.17,98.6
253,100315,316980935,31723520,6346,61960,3001220,211709186,276175477,186206,34.47,6.01,99.0
254,36604,753192652,0,863,0,6395778,483857268,715416509,426694,28.19,5.3,108.2
255,13630,586665587,0,908,0,4668799,373077215,552709220,288280,28.75,5.2,108.2
256,7045,487412885,0,368,0,3729692,305438018,470240193,226653,24.77,5.17,101.4
257,176305,640967081,30998528,10817,60544,4176815,455990718,625798592,340434,35.63,6.44,106.5
258,162258,539944285,15036416,3179,29368,4374813,380907009,456672931,257531,30.07,5.71,111.7
259,12878,465109420,0,535,0,3236983,294740652,433535828,212717,24.89,5.23,111.1
260,12007,560212449,0,1002,0,3907602,325791824,460089146,249012,25.09,5.16,111.1
261,6194,486205677,0,385,0,3640447,298022890,449687729,227586,26.29,5.1,110.9
262,183485,517796876,31105024,9084,60752,4471387,360446822,465532544,262317,38.07,6.55,101.9
263,169912,660782066,14872576,4136,29048,6005837,430283638,602151783,383709,31.53,5.61,102.2
264,16953,474703640,0,190,0,3535477,272449242,401807583,196228,24.81,5.25,102.3
265,10436,403098717,0,370,0,2905828,256202325,394737615,195405,25.05,5.1,113.4
266,12809,551201381,258048,468,504,4198933,334386574,529709731,293620,25.84,5.15,113.7
267,244237,684706868,45891584,14895,89632,4663390,497951447,632633515,302115,36.57,6.62,105.1
268,106612,475502964,0,2161,0,3736234,340937084,442896180,246713,31.54,5.58,105.3
269,18217,603031682,0,370,0,4699233,386015858,576212685,336449,25.51,5.2,105.6
270,16230,550579866,0,170,0,4286726,347298014,510766824,282028,26.59,5.12,105.4
271,8932,641413855,0,221,0,4832467,405396925,596579917,326293,25.09,5.12,105.1
272,156609,404376242,46297088,13634,90424,2749970,294493568,380777559,187958,37.24,6.68,105.2
273,141198,598802013,0,2111,0,4807353,389107932,535593821,308288,27.23,5.45,105.5
274,16852,571891887,22683648,605,44304,4149396,358388905,539996976,241403,24.43,5.28,105.4
275,19123,565084745,0,526,0,4334560,331963369,506003020,289685,25.98,5.17,112.1
