,LLC-store-misses,bytes,LLC-load-misses,cycles,LLC-stores,ref-cycles,instructions,LLC-loads,blocks,pkg_pwr,ram_pwr,power
420,1624,139264,26463,478251471,327503,502242456,298463054,4864620,272,40.15,6.89,128.5
421,612,0,8662,333262802,233920,350326849,208481657,3650317,0,40.09,6.87,128.9
422,851,0,36541,520469063,365550,542822030,313579272,5442960,0,40.15,6.86,129.1
423,748,0,10749,335011836,231054,350133171,203873034,3341539,0,40.08,6.87,129.4
424,2793,0,177092,507087211,349810,551951665,376878025,4993106,0,40.19,6.94,129.6
425,1367,110592,67818,324010290,226338,340852362,209498394,3242171,216,40.17,6.9,129.7
426,402,0,26183,474369659,310793,481715833,290834149,4644558,0,40.18,6.88,130.0
427,287,0,16453,372209854,267980,390550987,221371716,3861105,0,40.17,6.91,130.1
428,288,0,16781,495640665,332317,530011746,312490723,5206095,0,40.24,6.92,130.2
429,12344,0,280565,438837090,261068,497737691,366630064,4088282,0,40.2,6.89,130.3
430,4835,15790080,65727,532114562,335136,558469330,338777175,5174059,30840,40.26,6.92,130.4
431,255,0,18199,354478577,240007,373935242,216931832,3629964,0,40.19,6.93,130.6
432,782,0,22585,372080234,259262,386767039,220852450,3969913,0,40.2,6.93,130.6
433,855,0,17527,568192179,387996,660349430,342274213,6517932,0,40.21,6.95,130.7
434,10651,0,231936,450940036,292671,506731271,330662731,4676515,0,40.15,6.96,130.8
435,664,253952,24759,369070818,257971,416331850,234330018,3888830,496,40.17,6.9,130.8
436,468,0,24184,466134055,302867,491990619,289699427,4518990,0,40.21,6.93,130.9
437,968,0,15877,442991970,273225,462795172,287945740,4042637,0,40.2,6.91,130.9
438,418,0,11998,281203156,190501,307834626,177627951,2815363,0,40.22,6.92,130.9
439,13588,0,117097,533054737,313023,554499627,371029613,5158167,0,40.19,6.92,131.0
440,1497,110592,28194,387559484,268668,411843064,247397412,4062545,216,40.17,6.88,131.0
441,732,0,27487,508271642,341777,548517481,320123896,5232802,0,40.23,6.93,131.1
442,849,0,16358,372690652,259714,397703705,223638991,3901860,0,40.22,6.92,131.1
443,986,0,18978,337485650,253160,404863167,245523466,3461680,0,40.25,6.92,131.1
444,8805,0,148251,352871146,204956,403646301,285032698,3708016,0,40.23,6.93,131.1
445,1382,311296,79069,551518537,386690,613012003,338480929,5842367,608,40.3,6.92,131.1
446,877,0,20791,322735938,171737,330735276,199624468,3029442,0,40.27,6.91,131.2
447,794,0,20461,585419003,400070,608698968,352887907,6054897,0,40.32,6.92,131.2
448,406,0,13018,259507951,136781,295453674,174748812,2738698,0,40.33,6.93,131.2
449,8314,0,184297,511512008,327554,562531351,348016739,4812797,0,40.25,6.94,131.2
450,1716,110592,27542,500552155,350623,532010958,314630707,5190821,216,40.28,6.87,131.2
451,372,0,10667,293954851,207532,309067662,189299302,2957983,0,40.29,6.92,131.3
452,648,0,14194,374847204,221808,387416123,241636236,3665937,0,40.23,6.94,131.3
453,288,0,13200,370603355,253805,377364042,222535314,3789222,0,40.32,6.93,131.3
454,4993,0,154882,478151818,339907,561672833,353350918,5003752,0,40.23,6.93,131.2
455,1072,167936,56312,546798821,374674,580944231,347898463,5696786,328,40.25,6.9,131.2
456,282,0,23289,358026653,249986,391604627,226135959,3763681,0,40.16,6.93,131.3
457,707,0,103376,402819188,258932,443703381,272068503,4214650,0,40.21,6.97,131.3
458,205,0,22263,363410262,259131,392055555,231772355,3899425,0,40.2,6.96,131.2
459,11845,0,122104,467377853,301039,509426070,325973668,4612480,0,40.22,6.91,131.3
460,470,167936,42859,491926360,307343,536954307,327277701,5158638,328,40.24,6.91,131.3
461,937,14467072,17200,372997828,252226,384248918,224031647,3889731,28256,40.2,6.88,131.3
462,585,0,14502,361082543,221395,390350571,224654686,3861265,0,40.21,6.91,131.3
463,705,0,15154,498438972,337387,520687137,306460985,5093436,0,40.22,6.93,131.3
464,5532,0,122646,430547566,286354,471717065,304229216,4168142,0,40.26,6.93,131.3
465,534,253952,67198,486421014,294688,545034855,313520060,5156042,496,40.28,6.94,131.3
466,428,0,18261,451140356,262622,458413084,278615770,4282899,0,40.3,6.92,131.3
467,555,0,38226,412781494,278072,428783367,261039514,4224722,0,40.28,6.89,131.3
468,419,0,17924,444976102,287775,467080797,277567764,4447613,0,40.35,6.93,131.2
469,14860,0,124143,416988926,191955,474264777,309963442,4152135,0,40.3,6.91,131.3
470,419,368640,27455,361649726,245224,400479778,237057474,4021340,720,40.09,6.83,131.3
471,2002,0,20392,474764836,267459,496444947,320843672,4458160,0,40.16,6.45,131.3
472,864,0,130853,364284355,126184,406475429,324151453,3373229,0,30.16,5.81,131.3
473,1165,0,33818,383631828,166490,413602771,265474519,2937920,0,25.47,5.33,131.2
474,4007,0,70145,452306374,208301,486526615,326812607,3148988,0,24.79,5.13,115.1
475,709,397312,9404,413775204,160236,457824134,260897043,3238533,776,24.46,5.02,98.9
476,254,86016,5547,363593204,133728,390708211,232735031,2561757,168,23.93,5.09,99.1
477,4388,0,60852,492593339,183603,558741208,377882771,3550802,0,25.66,5.2,99.0
478,98,0,9889,347467142,117396,432318427,263508398,2908017,0,25.17,5.31,98.8
479,3677,0,64683,461537949,205848,524164239,329918132,3543192,0,23.74,5.19,99.1
480,509,339968,9947,241738535,89145,318656896,158479396,1899247,664,23.93,5.08,99.1
481,192,401408,3455,344990556,107567,409459505,247637371,2708969,784,23.64,5.15,99.0
482,3585,0,69932,400232069,173874,430173097,299826210,2402021,0,24.75,5.31,98.9
483,1403,0,13400,483419122,201896,563464029,350449819,3661588,0,25.62,5.35,98.5
484,6636,0,64232,444971074,203011,497741644,321523618,3423864,0,25.13,5.2,98.7
485,1204,110592,7421,355480065,157202,479137327,263960143,3242382,216,24.26,5.12,98.8
486,521,28672,3719,368755374,145218,387018067,245994967,2892407,56,23.77,5.06,99.2
487,354,0,3484,287577952,91124,361430111,215313680,2262631,0,23.04,5.06,99.0
488,206,0,1512,244552255,100169,267562882,160003764,1897275,0,32.73,5.77,98.9
489,13722,0,137192,471295041,282519,529035898,349927226,4199889,0,40.18,6.82,98.6
490,3420,253952,85263,408328329,288522,430361969,256320561,3889798,496,40.26,6.92,110.9
491,5196,15470592,50482,493481249,340797,536343096,314366175,5299479,30216,40.14,6.99,131.6
492,2826,0,166393,293354286,168256,312767190,194028882,2776215,0,40.21,6.93,131.5
493,3701,0,122667,569932022,402194,593916059,343568383,5949259,0,40.1,7.02,131.6
494,11358,0,208679,400911591,258482,438208552,269088834,3602517,0,40.13,6.93,131.5
495,3483,253952,89816,406769802,275465,436336732,264962731,4067809,496,40.2,6.95,131.6
496,2770,0,118655,483155383,288025,511044175,295122789,4811048,0,40.18,6.94,131.6
497,1327,0,83137,419440613,308710,447263886,249194907,4403605,0,40.17,6.96,131.6
498,2126,0,193434,564871800,381404,615871069,382157445,5800565,0,40.2,6.98,131.6
499,12854,0,232670,452366731,282294,483418381,329118174,3976133,0,40.24,6.99,131.6
500,3159,110592,148887,432935049,268602,451712181,282708292,3981876,216,40.22,6.98,131.6
501,503,0,99562,349410364,232535,366880254,217144453,3430827,0,40.25,6.96,131.6
502,949,0,154998,482905691,312351,519746695,298578914,4984675,0,40.24,6.96,131.6
503,1330,0,68746,384140859,269915,400043126,226802256,3947704,0,40.26,6.98,131.6
504,7715,0,256184,456496252,301790,516733026,322876789,4687657,0,40.22,6.95,131.6
505,1805,110592,177872,520418206,334500,549221624,330409201,4980079,216,40.28,6.99,131.6
506,1172,0,120783,341976041,250263,394481661,213866444,3931993,0,40.23,6.92,131.6
507,3332,28672,49925,352877172,224192,355370309,210933330,3424620,56,40.37,6.98,131.6
508,2571,0,146768,513524024,328209,532765499,312497889,5122254,0,40.25,6.99,131.6
509,7765,0,233727,521869163,321683,518137686,328304227,4959706,0,40.26,6.96,131.6
510,2916,110592,88062,365878053,266769,389598842,224719115,3975741,216,40.28,6.96,131.6
511,2142,0,129102,492371814,342279,524299207,303650121,5006669,0,40.32,6.95,131.6
512,3601,0,104020,343467056,232065,420673272,239958979,4261262,0,40.31,6.94,131.6
513,1162,0,108816,390913838,274213,414069871,238887985,4133881,0,40.33,6.99,131.6
514,16698,0,209481,534569619,378880,626020714,371631586,5628284,0,40.32,6.95,131.6
515,472,110592,128651,323460032,189095,362600578,210911321,3310896,216,40.28,6.97,131.6
516,4416,0,152892,500460853,303204,496986556,319977781,4658816,0,40.28,6.97,131.6
517,732,258048,97324,385355905,283269,428157725,235366167,4293555,504,40.22,6.95,131.7
518,2812,0,71944,374907957,257193,399603005,229460118,3910841,0,40.28,6.95,131.6
519,9379,0,183306,504914327,333378,520130411,331677157,4694932,0,40.3,6.98,131.6
520,7479,110592,89085,596312779,400491,630334115,365647485,6102812,216,40.24,6.97,131.6
521,1951,0,74409,371097504,252485,380332220,221027626,3584324,0,40.27,6.96,131.7
522,2624,15110144,171076,442417862,279799,505477423,304286017,4707478,29512,40.33,6.98,131.7
523,2325,0,90248,312669043,220437,338841636,193588811,3112597,0,40.27,6.91,131.6
524,14629,0,216896,463612358,292137,488172428,326413446,4315669,0,40.23,6.92,131.6
525,2551,253952,189307,659258476,475695,720411861,393960052,7157985,496,40.25,6.98,131.6
526,2975,0,88631,393581744,263141,401766681,238913275,3997883,0,40.25,6.95,131.7
527,2593,0,148894,352422063,259698,454095861,246882247,3924384,0,40.31,6.96,131.7
528,1801,0,87534,301091564,198495,312774586,191467964,2833425,0,40.33,6.94,131.6
529,10556,0,259701,619963505,376882,637567389,409536625,5888242,0,40.33,6.95,131.6
530,3180,110592,116806,401272928,236082,390747069,230656744,3901083,216,40.31,6.96,131.6
531,4808,0,130165,459936079,290823,508424800,299238746,4918924,0,40.22,6.96,131.7
532,804,0,91795,389089039,280159,420799727,231546465,4107997,0,40.26,6.93,131.7
533,1165,0,132973,333179280,226312,374095079,227290080,3553993,0,40.3,6.98,131.7
534,14540,0,302902,460980057,268166,562701958,380962820,4773228,0,40.3,6.96,131.6
535,808,110592,155564,434859938,283049,469591702,260676858,4441950,216,40.34,6.95,131.6
536,3113,0,116005,523244385,366809,535934209,312334397,5148324,0,40.36,6.93,131.7
537,684,0,131129,331164503,224869,352333430,212822282,3374569,0,40.39,6.94,131.7
538,1920,0,140677,505988381,341167,526531188,301413886,4923407,0,40.35,6.96,131.6
539,7186,0,230712,448756457,296540,509568901,300475827,4798393,0,40.33,6.93,131.6
540,3021,110592,106257,396785348,258965,420458811,236976838,4190041,216,40.37,6.97,131.6
541,857,0,166346,564863369,382614,592228764,343799926,5687867,0,40.32,6.96,131.7
542,1814,0,81615,317455662,207991,329660006,194978205,3312661,0,40.41,6.96,131.7
543,3353,0,96320,407757299,282736,413772117,237351060,4051835,0,40.39,6.96,131.6
544,7641,0,283227,589369765,380457,637620931,415477517,5638527,0,40.37,6.96,131.6
545,2981,110592,131848,374623455,251481,427669921,229780633,4173132,216,40.38,6.93,131.6
546,4055,0,217823,452910196,277742,546002765,291850043,5194684,0,40.33,6.98,131.7
547,5281,0,105470,447693849,274158,442523679,272474524,4380804,0,40.43,6.95,131.7
548,2543,0,102174,382332624,266793,414519819,241408672,4211783,0,34.28,6.27,131.7
549,10152,0,152982,362636620,151285,508897795,320849162,3391958,0,24.27,5.38,131.6
550,587,282624,10588,329168898,122432,386692169,219303695,2536257,552,24.01,5.15,123.9
551,257,0,5877,367849597,138038,394584757,238828738,2694720,0,23.81,5.09,98.6
552,131,0,5708,345714218,138190,363766162,226249884,2512820,0,26.63,5.34,98.6
553,4121,16351232,91452,452957503,214275,524123560,342504203,3986770,31936,26.55,5.37,98.4
554,6714,0,62754,549625774,271650,599489318,391510429,4166377,0,25.87,5.27,98.9
555,1578,311296,14112,326112531,109595,381123307,243522351,2374077,608,23.81,5.14,99.3
556,280,0,10427,361793826,123178,417478257,263265689,2704572,0,23.97,5.07,99.7
557,125,0,1619,339029145,114813,342005527,208815718,2259265,0,25.86,5.28,99.6
558,7183,0,79615,637099281,244664,708312405,488241934,4391816,0,26.51,5.32,99.2
559,3774,0,51915,433132726,205847,459444463,313654792,3144973,0,31.44,5.63,99.6
560,946,884736,25813,360617117,239717,386038733,226393014,3732521,1728,40.27,6.88,99.7
561,1257,0,58032,346447194,206467,380736608,227104616,3777859,0,40.18,6.93,108.7
562,8987,0,232575,671225943,438350,771201350,452348882,7543963,0,40.18,6.96,131.2
563,1303,0,63134,375278656,267493,392544484,225072243,4006332,0,40.25,6.95,131.2
564,3506,5591040,250325,343923748,230280,395891471,249985648,3579777,10920,40.22,7.02,131.3
565,9660,282624,155802,561668657,378316,592407704,340332224,5778086,552,40.3,6.94,131.3
566,3902,0,75634,263083685,173111,324136180,192035949,3240294,0,40.22,6.93,131.4
567,2546,0,79721,470707536,335841,511137179,300842155,5070030,0,40.26,6.96,131.4
568,3316,0,124058,496325237,355451,534004590,302979009,5357016,0,40.23,6.95,131.4
569,14337,0,223641,480123214,312936,507996419,338925433,4744666,0,40.22,6.94,131.4
570,2896,110592,124306,485905185,329364,534615386,317158221,4869716,216,40.25,6.97,131.4
571,1592,0,100361,297134392,193459,288252921,182558860,2680338,0,40.32,6.97,131.5
572,1544,0,152624,568534147,405220,596223157,330178587,5952851,0,40.3,6.96,131.5
573,1141,0,63113,301382131,192373,312240417,179721676,2902991,0,40.25,6.94,131.5
574,6770,0,210089,473966098,286300,494765754,323532423,4606356,0,40.28,6.96,131.5
575,2813,110592,237626,630608698,457528,677235319,380608149,6749840,216,40.21,6.96,131.5
576,1493,0,94331,277710064,179600,301878532,171021925,2574692,0,40.23,6.94,131.5
577,3718,0,131205,549998476,341262,575502955,338683998,5409425,0,40.2,6.94,131.6
578,2022,0,40959,378515855,272202,404676356,229997280,4108618,0,40.16,6.94,131.5
579,10741,0,194938,461638547,286704,495919035,322300126,4752690,0,40.19,6.94,131.5
580,2263,110592,111640,397658951,288561,427882396,243921101,4312648,216,40.24,6.93,131.5
581,2155,0,138441,527016180,362521,570105799,319660422,5620378,0,40.29,6.98,131.6
582,3135,0,64971,339650861,187934,359767986,205964267,3561726,0,40.28,6.94,131.5
583,3353,15790080,63352,498248515,322812,515065832,307797398,4964285,30840,40.24,6.97,131.5
584,19759,0,189988,473886271,311951,502234681,332028094,4529062,0,40.22,6.95,131.5
585,1997,253952,124843,385631972,250668,410822231,248267466,3936189,496,40.19,6.97,131.5
586,1965,0,157615,374531875,272112,425582009,239408646,4199538,0,40.21,6.96,131.5
587,6618,0,70799,620371242,429443,664554226,388420756,6757799,0,40.24,6.97,131.5
588,1511,0,77435,353162703,233347,379399134,230355939,3862865,0,40.21,6.93,131.5
589,12651,1003520,129635,470817548,316711,499029579,327764844,4558971,1960,40.25,6.96,131.5
590,6576,110592,67238,626192129,425690,639990686,377425676,6180144,216,40.18,6.98,131.5
591,2904,0,63233,409494313,286686,436221156,254322335,4320549,0,40.26,6.93,131.6
592,1957,0,55019,342417837,212982,347729353,210185644,3334047,0,40.24,6.93,131.5
593,1635,0,130732,508842249,382486,579403246,334175344,5512553,0,40.27,6.97,131.6
594,5678,0,169887,441603267,313777,475286072,301508090,4396527,0,40.31,6.96,131.5
595,3990,110592,97345,467711306,308464,489226130,316815189,4390141,216,40.27,6.95,131.6
596,1618,0,75238,282713454,160326,292288507,185858578,2841978,0,40.21,6.95,131.6
597,1594,0,88937,412668198,298193,433391018,253264417,4163372,0,40.26,6.96,131.6
598,1649,0,155708,431282186,272554,453532145,267352072,3984292,0,40.29,6.97,131.6
599,5080,0,274125,589833210,436599,639105745,404678522,5822830,0,40.24,6.96,131.6
600,1420,110592,138194,369943290,236382,379289634,234979267,3519977,216,40.27,6.95,131.6
601,1664,0,128282,507513233,323756,515053682,319741872,4951847,0,40.19,6.95,131.6
602,622,0,108429,302393030,182904,319124508,202671036,3160336,0,40.28,6.92,131.6
603,708,0,78571,361602909,244672,410337514,236569938,4120689,0,40.24,6.96,131.6
604,10039,0,257629,698502676,450177,749626404,478868718,7126698,0,40.21,6.96,131.6
605,352,110592,125305,323945150,191175,359234055,223488685,3288164,216,40.23,6.95,131.6
606,378,0,171111,377192942,270850,423822418,228490241,4169300,0,40.28,6.96,131.6
607,794,0,167705,413619826,248517,435538742,267127816,4070850,0,40.28,6.96,131.6
608,1784,0,73452,459168386,332188,490954208,289948731,5003546,0,40.23,6.98,131.6
609,9214,0,239882,404657930,259259,467539463,323295353,4589316,0,40.16,6.94,131.6
610,4190,110592,32776,362592609,264968,387294617,229778505,3983929,216,40.18,6.97,131.6
611,1707,0,157543,603691947,433824,637771199,353119625,6453362,0,40.25,6.97,131.6
612,855,0,97371,359969305,270952,404221918,218853404,3967637,0,40.18,6.94,131.6
613,2250,0,111581,381002069,259171,410676476,230960034,4020571,0,40.26,6.97,131.6
614,7319,15396864,179205,401917824,308148,492813616,273184518,4479840,30072,40.2,6.96,131.6
615,3118,253952,65433,458476271,321805,478685835,270665211,5029712,496,40.16,6.96,131.6
616,1038,0,134662,606080031,416111,648408453,371642724,6505598,0,40.2,6.93,131.6
617,2240,0,108984,346741070,230009,364566040,222327670,3648985,0,40.23,6.94,131.6
618,1796,0,109297,404100143,273066,413791771,238308878,4031653,0,40.26,6.97,131.6
619,14385,28672,212997,597951578,441048,628800404,390329977,6097417,56,33.4,6.12,131.6
620,2454,282624,32028,362150835,148251,384036288,252919840,2774439,552,24.46,5.25,131.6
621,892,0,7180,439070276,191893,504256355,280471488,3422544,0,24.0,5.1,125.3
622,378,0,4508,322499519,128958,356208150,221108967,2261820,0,25.36,5.32,99.1
623,8902,0,98456,451152133,150096,564478279,370999227,3563471,0,24.99,5.44,98.9
624,5037,258048,58037,370508872,142193,481323613,287539790,3183777,504,24.42,5.22,99.1
625,424,110592,11935,398756658,146865,483529017,290783807,3238269,216,23.64,5.1,99.1
626,2619,0,78053,366065932,144088,394921567,272787780,2579702,0,24.89,5.23,99.1
627,740,0,33296,427675321,159779,489705477,289513427,3334226,0,25.79,5.34,99.0
628,6437,0,69143,421942599,162600,491433751,322995958,3313090,0,25.52,5.38,99.0
629,3282,0,52520,570352959,190386,619816978,426632322,4195814,0,31.15,5.64,99.3
